startTime,open,high,low,close,endTime,volume
1727622900000,5675400,5685077,5675228,5678424,1727623199999,16.468
1727623200000,5677811,5680671,5674899,5676696,1727623499999,3.466
1727623500000,5676696,5679003,5667106,5670355,1727623799999,11.281
1727623800000,5670355,5677560,5670355,5676696,1727624099999,12.026
1727624100000,5676083,5679288,5675219,5677120,1727624399999,3.922
1727624400000,5677120,5679807,5676446,5677828,1727624699999,2.451
1727624700000,5677828,5681362,5676092,5681189,1727624999999,6.706
1727625000000,5681276,5682710,5678027,5681103,1727625299999,3.904
1727625300000,5681889,5683764,5678165,5679634,1727625599999,3.217
1727625600000,5680152,5683608,5676558,5680930,1727625899999,5.870
1727625900000,5680930,5680956,5676264,5678580,1727626199999,7.045
1727626200000,5679366,5680896,5676264,5679816,1727626499999,4.276
1727626500000,5680489,5680489,5675400,5677206,1727626799999,4.694
1727626800000,5677128,5679677,5675573,5677923,1727627099999,3.191
1727627100000,5677128,5677388,5674640,5675841,1727627399999,3.606
1727627400000,5676178,5679461,5673154,5673940,1727627699999,11.807
1727627700000,5673154,5674545,5670908,5672636,1727627999999,12.665
1727628000000,5672463,5678165,5672463,5678165,1727628299999,2.480
1727628300000,5677379,5684032,5677128,5682649,1727628599999,8.294
1727628600000,5683436,5683781,5680118,5681561,1727628899999,10.122
1727628900000,5681561,5682572,5680403,5680602,1727629199999,7.592
1727629200000,5680602,5690011,5680196,5688188,1727629499999,20.515
1727629500000,5688015,5694642,5688015,5689017,1727629799999,33.192
1727629800000,5688231,5695437,5688231,5690572,1727630099999,10.220
1727630100000,5691730,5694927,5691082,5691082,1727630399999,11.652
1727630400000,5690780,5692940,5687488,5689527,1727630699999,12.290
1727630700000,5689527,5690693,5687436,5688257,1727630999999,4.215
1727631000000,5689043,5692395,5688257,5690434,1727631299999,2.913
1727631300000,5691220,5692395,5691048,5691065,1727631599999,4.453
1727631600000,5690261,5693069,5688706,5689397,1727631899999,3.800
1727631900000,5688533,5690304,5685768,5686632,1727632199999,2.014
1727632200000,5686632,5687928,5683176,5684291,1727632499999,4.995
1727632500000,5685077,5688274,5684896,5685423,1727632799999,3.678
1727632800000,5685423,5686209,5682045,5684429,1727633099999,5.531
1727633100000,5684429,5689259,5684429,5686391,1727633399999,2.773
1727633400000,5687177,5687177,5683470,5683695,1727633699999,3.257
1727633700000,5684481,5685311,5680826,5681708,1727633999999,4.697
1727634000000,5681708,5682909,5680947,5680947,1727634299999,3.106
1727634300000,5682485,5683608,5679072,5680956,1727634599999,13.575
1727634600000,5680230,5684922,5680230,5682727,1727634899999,3.726
1727634900000,5684066,5686658,5683280,5686658,1727635199999,3.285
1727635200000,5685872,5689138,5683868,5683868,1727635499999,9.432
1727635500000,5683704,5685509,5681552,5682727,1727635799999,3.714
1727635800000,5682727,5683436,5680800,5683436,1727636099999,2.156
1727636100000,5683954,5683954,5682477,5682675,1727636399999,0.730
1727636400000,5683462,5685336,5681967,5685077,1727636699999,2.161
1727636700000,5684291,5685509,5683868,5683868,1727636999999,4.365
1727637000000,5683384,5686123,5682312,5686123,1727637299999,1.340
1727637300000,5686313,5689138,5685820,5689138,1727637599999,1.845
1727637600000,5689138,5690702,5687833,5688827,1727637899999,4.859
1727637900000,5689613,5689613,5686797,5686797,1727638199999,2.951
1727638200000,5687583,5690175,5686797,5688343,1727638499999,2.118
1727638500000,5689129,5690002,5687116,5688352,1727638799999,1.316
1727638800000,5689138,5692914,5688352,5692914,1727639099999,2.781
1727639100000,5693069,5697061,5692292,5696136,1727639399999,8.590
1727639400000,5696923,5699135,5693838,5696404,1727639699999,12.864
1727639700000,5695618,5698996,5695618,5696828,1727639999999,11.687
1727640000000,5696828,5708544,5694711,5705658,1727640299999,42.769
1727640300000,5705468,5707800,5692680,5696655,1727640599999,21.012
1727640600000,5696655,5697588,5689916,5694486,1727640899999,11.040
1727640900000,5695437,5702789,5694745,5696128,1727641199999,7.287
1727641200000,5696914,5697372,5689052,5689570,1727641499999,6.550
1727641500000,5689432,5693631,5686848,5693631,1727641799999,10.775
1727641800000,5692845,5699160,5690512,5695800,1727642099999,9.995
1727642100000,5695800,5698668,5693026,5695272,1727642399999,5.239
1727642400000,5694936,5696568,5686503,5688360,1727642699999,11.050
1727642700000,5688360,5690304,5684732,5686330,1727642999999,7.269
1727643000000,5686546,5688438,5684161,5685336,1727643299999,8.113
1727643300000,5685336,5688067,5684438,5686036,1727643599999,4.759
1727643600000,5685250,5690693,5683548,5689423,1727643899999,2.525
1727643900000,5689423,5691903,5688188,5690892,1727644199999,5.127
1727644200000,5690780,5691618,5688706,5689052,1727644499999,3.669
1727644500000,5688576,5693976,5687496,5693976,1727644799999,4.379
1727644800000,5694149,5699679,5694149,5696016,1727645099999,6.560
1727645100000,5696016,5698668,5689527,5689527,1727645399999,6.052
1727645400000,5689052,5690304,5686987,5687151,1727645699999,12.758
1727645700000,5687937,5689259,5683652,5689259,1727645999999,3.495
1727646000000,5688473,5689829,5686002,5689259,1727646299999,3.713
1727646300000,5688473,5690650,5688473,5689881,1727646599999,0.718
1727646600000,5690762,5690762,5684300,5684386,1727646899999,5.781
1727646900000,5685336,5691212,5684550,5690114,1727647199999,5.025
1727647200000,5690114,5694149,5686632,5692240,1727647499999,14.754
1727647500000,5692076,5697260,5688542,5691246,1727647799999,11.454
1727647800000,5691246,5692767,5669067,5677820,1727648099999,42.213
1727648100000,5677301,5679798,5665000,5670709,1727648399999,39.411
1727648400000,5670216,5681129,5666614,5680343,1727648699999,29.858
1727648700000,5679539,5682226,5673845,5679539,1727648999999,9.318
1727649000000,5680325,5686028,5678338,5683004,1727649299999,7.687
1727649300000,5683004,5686313,5679072,5679072,1727649599999,5.878
1727649600000,5678226,5679634,5673500,5674796,1727649899999,5.603
1727649900000,5674009,5681941,5673759,5678252,1727650199999,8.328
1727650200000,5676999,5679600,5672316,5673793,1727650499999,4.885
1727650500000,5672800,5674614,5670415,5673154,1727650799999,8.833
1727650800000,5672549,5677759,5670709,5676705,1727651099999,7.890
1727651100000,5675919,5675919,5665171,5665482,1727651399999,11.426
1727651400000,5665000,5670441,5662950,5669629,1727651699999,13.291
1727651700000,5669180,5671167,5665032,5667987,1727651999999,6.648
1727652000000,5666760,5671167,5665378,5666087,1727652299999,6.089
1727652300000,5665992,5667547,5660194,5663227,1727652599999,17.891
1727652600000,5662095,5668350,5660609,5664160,1727652899999,11.894
1727652900000,5664600,5667884,5660712,5665128,1727653199999,6.641
1727653200000,5664168,5668618,5662440,5668618,1727653499999,11.991
1727653500000,5667832,5679003,5666760,5675064,1727653799999,15.256
1727653800000,5675072,5676005,5669689,5671936,1727654099999,7.978
1727654100000,5671728,5671728,5666527,5666527,1727654399999,6.247
1727654400000,5667987,5668730,5654492,5661568,1727654699999,34.252
1727654700000,5662354,5664989,5654855,5661404,1727654999999,23.028
1727655000000,5661404,5669041,5657118,5658043,1727655299999,12.329
1727655300000,5657127,5660678,5653628,5654500,1727655599999,15.982
1727655600000,5654500,5659416,5651900,5655744,1727655899999,17.853
1727655900000,5655183,5658941,5632537,5636616,1727656199999,101.803
1727656200000,5636814,5637549,5621997,5624252,1727656499999,66.094
1727656500000,5624252,5640063,5621988,5640063,1727656799999,36.224
1727656800000,5640236,5644737,5635484,5643260,1727657099999,29.281
1727657100000,5644046,5651355,5641013,5647372,1727657399999,31.400
1727657400000,5648184,5651813,5644988,5649195,1727657699999,13.005
1727657700000,5649057,5655261,5646716,5655053,1727657999999,15.480
1727658000000,5655053,5658034,5648962,5654716,1727658299999,15.088
1727658300000,5654751,5662354,5653982,5653982,1727658599999,15.120
1727658600000,5654768,5655960,5634274,5639000,1727658899999,35.688
1727658900000,5638784,5641272,5631164,5635129,1727659199999,18.783
1727659200000,5634628,5635916,5629781,5633583,1727659499999,10.002
